gameId,playId,playDescription,quarter,down,yardsToGo,possessionTeam,playType,yardlineSide,yardlineNumber,offenseFormation,personnelO,defendersInTheBox,numberOfPassRushers,personnelD,typeDropback,preSnapVisitorScore,preSnapHomeScore,gameClock,absoluteYardlineNumber,penaltyCodes,penaltyJerseyNumbers,passResult,offensePlayResult,playResult,epa,isDefensivePI
2018090600,545,(5:38) M.Ryan pass incomplete short left.,1,2,7,ATL,play_type_pass,PHI,7,SINGLEBACK,"1 RB, 1 TE, 3 WR",7,4,"4 DL, 2 LB, 5 DB",TRADITIONAL,0,0,05:38:00,17,,,I,0,0,-0.360975619142213,FALSE
2018090600,636,(5:07) (Shotgun) M.Ryan pass incomplete short left to A.Hooper.,1,3,3,ATL,play_type_pass,PHI,3,SHOTGUN,"1 RB, 2 TE, 2 WR",6,4,"4 DL, 2 LB, 5 DB",TRADITIONAL,0,0,05:07:00,13,,,I,0,0,-0.87464025884641,FALSE
2018090600,752,(3:46) (Shotgun) N.Foles pass short left to N.Agholor to PHI 43 for 6 yards (R.Alford).,1,2,4,PHI,play_type_pass,PHI,37,SHOTGUN,"1 RB, 1 TE, 3 WR",6,3,"3 DL, 3 LB, 5 DB",TRADITIONAL,3,0,03:46:00,47,,,C,6,6,0.895417100238688,FALSE
2018090600,776,(3:06) (Shotgun) N.Foles sacked at PHI 36 for -7 yards (B.Poole).,1,1,10,PHI,play_type_sack,PHI,43,SHOTGUN,"1 RB, 1 TE, 3 WR",6,5,"3 DL, 3 LB, 5 DB",TRADITIONAL,3,0,03:06:00,53,,,S,-7,-7,-0.980175197492843,FALSE
2018090600,839,"(1:21) (Shotgun) N.Foles FUMBLES (Aborted) at PHI 41, and recovers at PHI 35. N.Foles sacked at PHI 35 for -6 yards (T.McKinley).",1,3,12,PHI,play_type_sack,PHI,41,SHOTGUN,"1 RB, 1 TE, 3 WR",6,3,"3 DL, 3 LB, 5 DB",TRADITIONAL,3,0,01:21:00,51,,,S,-6,-6,-2.09210791229075,FALSE
2018090600,889,(:30) M.Ryan pass incomplete short middle to J.Jones (R.Darby).,1,1,10,ATL,play_type_pass,ATL,20,I_FORM,"2 RB, 1 TE, 2 WR",8,4,"4 DL, 3 LB, 4 DB",TRADITIONAL,3,0,00:30:00,90,,,I,0,0,-0.551513059372882,FALSE
2018090600,949,(15:00) (Shotgun) M.Ryan pass short left to D.Freeman to ATL 11 for -7 yards (B.Graham).,2,3,12,ATL,play_type_pass,ATL,18,SHOTGUN,"1 RB, 1 TE, 3 WR",4,4,"4 DL, 1 LB, 6 DB",TRADITIONAL,3,0,15:00:00,28,,,C,-7,-7,-1.91248252319524,FALSE
2018090600,992,(14:12) N.Foles pass short right to N.Agholor pushed ob at PHI 41 for 1 yard (D.Campbell).,2,1,10,PHI,play_type_pass,PHI,40,SINGLEBACK,"1 RB, 2 TE, 2 WR",7,4,"4 DL, 3 LB, 4 DB",SCRAMBLE_ROLLOUT_RIGHT,3,0,14:12:00,70,,,C,1,1,-0.436367552621316,FALSE
2018090600,1037,(12:53) (Shotgun) N.Foles pass short left to N.Agholor to ATL 47 for 10 yards (R.Alford).,2,3,7,PHI,play_type_pass,PHI,43,SHOTGUN,"1 RB, 1 TE, 3 WR",6,5,"4 DL, 2 LB, 5 DB",TRADITIONAL,3,0,12:53:00,67,,,C,10,10,2.04406323813351,FALSE
2018090600,1061,"(12:14) (No Huddle, Shotgun) N.Foles pass short left to N.Agholor to ATL 41 for 6 yards (R.Alford).",2,1,10,PHI,play_type_pass,ATL,47,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB",TRADITIONAL,3,0,12:14:00,57,,,C,6,6,-0.0109423280840701,FALSE
2018090600,1085,"(11:43) (No Huddle, Shotgun) N.Foles pass short right to D.Carter pushed ob at ATL 31 for 10 yards (B.Poole).",2,2,4,PHI,play_type_pass,ATL,41,SHOTGUN,"1 RB, 1 TE, 3 WR",7,4,"3 DL, 3 LB, 5 DB",DESIGNED_ROLLOUT_RIGHT,3,0,11:43:00,51,,,C,10,10,0.906933654201824,FALSE
2018090600,1202,"(9:07) (No Huddle, Shotgun) N.Foles pass short middle to D.Sproles to ATL 17 for 3 yards (D.Jones).",2,2,10,PHI,play_type_pass,ATL,20,SHOTGUN,"1 RB, 1 TE, 3 WR",7,4,"3 DL, 3 LB, 5 DB",TRADITIONAL,3,0,09:07:00,30,,,C,3,3,-0.186570050979344,FALSE
2018090600,1295,(7:43) (Shotgun) N.Foles pass incomplete deep right to D.Goedert (D.Riley).,2,1,19,PHI,play_type_pass,ATL,19,SHOTGUN,"1 RB, 2 TE, 2 WR",6,4,"4 DL, 3 LB, 4 DB",TRADITIONAL,3,0,07:43:00,29,,,I,0,0,-0.196980138360778,FALSE
2018090600,1344,(6:53) (Shotgun) N.Foles pass short left to Z.Ertz to ATL 8 for 10 yards (D.Jones; D.Campbell).,2,3,18,PHI,play_type_pass,ATL,18,SHOTGUN,"1 RB, 1 TE, 3 WR",5,4,"4 DL, 2 LB, 5 DB",TRADITIONAL,3,0,06:53:00,28,,,C,10,10,-0.0996074301692724,FALSE
2018090600,1423,(5:34) M.Ryan pass deep left to J.Jones pushed ob at ATL 49 for 22 yards (R.Darby) [F.Cox].,2,2,8,ATL,play_type_pass,ATL,27,SINGLEBACK,"1 RB, 3 TE, 1 WR",7,4,"4 DL, 3 LB, 4 DB",TRADITIONAL,3,3,05:34:00,37,,,C,22,22,1.70373128238873,FALSE
2018090600,1473,"(4:20) M.Ryan pass short left to M.Sanu to PHI 42 for 8 yards (R.McLeod) [C.Long]. PENALTY on PHI-C.Long, Roughing the Passer, 15 yards, enforced at PHI 42.",2,2,9,ATL,play_type_pass,,50,SINGLEBACK,"1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB",TRADITIONAL,3,3,04:20:00,60,RPS,PHI 56,C,8,23,1.65196077784543,FALSE
2018090600,1546,(3:03) (Shotgun) M.Ryan pass incomplete deep left to M.Sanu.,2,2,8,ATL,play_type_pass,PHI,25,PISTOL,"2 RB, 0 TE, 3 WR",7,4,"4 DL, 2 LB, 5 DB",TRADITIONAL,3,3,03:03:00,85,,,I,0,0,-0.432497508499145,FALSE
2018090600,1568,(2:58) (Shotgun) M.Ryan sacked at PHI 34 for -9 yards (J.Hicks).,2,3,8,ATL,play_type_sack,PHI,25,SHOTGUN,"1 RB, 1 TE, 3 WR",5,5,"4 DL, 1 LB, 6 DB",TRADITIONAL,3,3,02:58:00,85,,,S,-9,-9,-1.67526033448913,FALSE
2018090600,1628,(2:01) (Shotgun) N.Foles pass incomplete short right to D.Sproles.,2,1,10,PHI,play_type_pass,PHI,5,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB",TRADITIONAL,6,3,02:01:00,105,,,I,0,0,-0.234460854639674,FALSE
2018090600,1680,"(1:57) (Shotgun) N.Foles pass short right to N.Agholor to PHI 9 for 4 yards (D.Jones) [G.Jarrett]. PENALTY on ATL-G.Jarrett, Roughing the Passer, 15 yards, enforced at PHI 9.",2,2,10,PHI,play_type_pass,PHI,5,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB",TRADITIONAL,6,3,01:57:00,105,RPS,ATL 97,C,4,19,1.29905041710943,FALSE
2018090600,1750,(1:44) (Shotgun) N.Foles pass short right to Z.Ertz ran ob at PHI 36 for 7 yards (D.Trufant).,2,1,10,PHI,play_type_pass,PHI,29,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB",TRADITIONAL,6,3,01:44:00,81,,,C,7,7,-0.0155456458690786,FALSE
2018090600,1779,(1:39) (Shotgun) N.Foles pass incomplete short right to D.Sproles.,2,2,3,PHI,play_type_pass,PHI,36,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB",TRADITIONAL,6,3,01:39:00,74,,,I,0,0,-0.436015926807866,FALSE
2018090600,1801,(1:35) (Shotgun) N.Foles pass incomplete short right to Z.Ertz.,2,3,3,PHI,play_type_pass,PHI,36,SHOTGUN,"1 RB, 1 TE, 3 WR",7,4,"4 DL, 2 LB, 5 DB",TRADITIONAL,6,3,01:35:00,74,,,I,0,0,-0.782217050717583,FALSE
2018090600,1869,(1:20) (Shotgun) M.Ryan pass short right to J.Jones pushed ob at ATL 24 for 13 yards (J.Mills).,2,1,10,ATL,play_type_pass,ATL,11,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB",TRADITIONAL,6,3,01:20:00,21,,,C,13,13,0.554217445363523,FALSE
2018090600,1894,(1:15) (Shotgun) M.Ryan pass incomplete deep left to C.Ridley (R.McLeod).,2,1,10,ATL,play_type_pass,ATL,24,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB",TRADITIONAL,6,3,01:15:00,34,,,I,0,0,-0.203175101364772,FALSE
2018090600,1916,(1:10) (Shotgun) M.Ryan pass short right to D.Freeman to ATL 31 for 7 yards (M.Jenkins).,2,2,10,ATL,play_type_pass,ATL,24,SHOTGUN,"1 RB, 1 TE, 3 WR",5,4,"4 DL, 1 LB, 6 DB",TRADITIONAL,6,3,01:10:00,34,,,C,7,7,-0.165496721394546,FALSE
2018090600,1940,"(:48) (No Huddle, Shotgun) M.Ryan pass incomplete short left to J.Jones (R.Darby).",2,3,3,ATL,play_type_pass,ATL,31,SHOTGUN,"1 RB, 1 TE, 3 WR",5,4,"4 DL, 1 LB, 6 DB",TRADITIONAL,6,3,00:48:00,41,,,I,0,0,-0.55929349211824,FALSE
2018090600,2055,(:29) (Shotgun) N.Foles pass incomplete deep right to M.Wallace.,2,1,5,PHI,play_type_pass,PHI,18,SHOTGUN,"1 RB, 1 TE, 3 WR",5,4,"4 DL, 2 LB, 5 DB",TRADITIONAL,6,3,00:29:00,92,,,I,0,0,-0.13965933916381,FALSE
2018090600,2094,(:22) (Shotgun) N.Foles pass incomplete deep right to M.Wallace [T.McKinley].,2,2,5,PHI,play_type_pass,PHI,18,SHOTGUN,"1 RB, 1 TE, 3 WR",6,5,"3 DL, 3 LB, 5 DB",TRADITIONAL,6,3,00:22:00,92,,,I,0,0,-0.231390505107339,FALSE
2018090600,2116,"(:17) (Shotgun) N.Foles pass short left to D.Sproles to PHI 22 for 4 yards (B.Poole, D.Jones).",2,3,5,PHI,play_type_pass,PHI,18,SHOTGUN,"1 RB, 1 TE, 3 WR",5,4,"3 DL, 3 LB, 5 DB",TRADITIONAL,6,3,00:17:00,92,,,C,4,4,-0.303331483263682,FALSE
2018090600,2260,(15:00) (Shotgun) N.Foles pass short left to Z.Ertz to PHI 33 for 8 yards (D.Jones).,3,1,10,PHI,play_type_pass,PHI,25,SHOTGUN,"1 RB, 2 TE, 2 WR",7,3,"3 DL, 3 LB, 5 DB",TRADITIONAL,6,3,15:00:00,85,,,C,8,8,0.00876483768401304,FALSE
2018090600,2360,(12:57) N.Foles pass incomplete deep left to N.Agholor (R.Alford).,3,2,9,PHI,play_type_pass,PHI,42,SINGLEBACK,"1 RB, 2 TE, 2 WR",8,4,"4 DL, 3 LB, 4 DB",TRADITIONAL,6,3,12:57:00,68,,,I,0,0,-0.910224738729544,FALSE
2018090600,2382,(12:51) (Shotgun) N.Foles pass short right to N.Agholor to PHI 42 for no gain (D.Trufant). ATL-K.Neal was injured during the play.,3,3,9,PHI,play_type_pass,PHI,42,EMPTY,"1 RB, 1 TE, 3 WR",6,5,"3 DL, 3 LB, 5 DB",TRADITIONAL,6,3,12:51:00,68,,,C,0,0,-1.76344433060701,FALSE
2018090600,2450,(11:54) M.Ryan pass short left to J.Jones to ATL 32 for 4 yards (R.Darby).,3,2,2,ATL,play_type_pass,ATL,28,SINGLEBACK,"1 RB, 3 TE, 1 WR",8,5,"4 DL, 3 LB, 4 DB",TRADITIONAL,6,3,11:54:00,38,,,C,4,4,0.808959285439665,FALSE
2018090600,2474,"(11:15) M.Ryan pass incomplete deep right to J.Jones (J.Mills) [D.Barnett]. Atlanta challenged the incomplete pass ruling, and the play was Upheld. The ruling on the field stands. (Timeout #1.)",3,1,10,ATL,play_type_pass,ATL,32,SINGLEBACK,"1 RB, 1 TE, 3 WR",6,3,"4 DL, 2 LB, 5 DB",TRADITIONAL,6,3,11:15:00,42,,,I,0,0,-0.539791362795039,FALSE
2018090600,2503,"(11:04) (Shotgun) M.Ryan pass incomplete short left. PENALTY on ATL-M.Ryan, Intentional Grounding, 12 yards, enforced at ATL 32.",3,2,10,ATL,play_type_pass,ATL,32,EMPTY,"1 RB, 1 TE, 3 WR",5,4,"4 DL, 1 LB, 6 DB",TRADITIONAL,6,3,11:04:00,42,ING,ATL 2,I,0,-12,-1.86812193376052,FALSE
2018090600,2575,(10:57) (Shotgun) M.Ryan pass short middle to J.Jones to ATL 26 for 6 yards (J.Hicks).,3,3,22,ATL,play_type_pass,ATL,20,SHOTGUN,"1 RB, 1 TE, 3 WR",2,4,"4 DL, 1 LB, 6 DB",TRADITIONAL,6,3,10:57:00,30,,,C,6,6,-1.13773379448097,FALSE
2018090600,2624,"(10:11) (Shotgun) N.Foles pass short right to D.Goedert to PHI 41 for 4 yards (R.Allen, D.Jones).",3,1,10,PHI,play_type_pass,PHI,37,SHOTGUN,"1 RB, 2 TE, 2 WR",7,5,"4 DL, 3 LB, 4 DB",TRADITIONAL,6,3,10:11:00,73,,,C,4,4,-0.26695794257051503,FALSE
2018090600,2648,(9:32) (Shotgun) N.Foles pass short right to Z.Ertz to PHI 46 for 5 yards (D.Riley).,3,2,6,PHI,play_type_pass,PHI,41,SHOTGUN,"1 RB, 2 TE, 2 WR",7,4,"4 DL, 3 LB, 4 DB",TRADITIONAL,6,3,09:32:00,69,,,C,5,5,-0.559747424888697,FALSE
2018090600,2693,(8:09) (Shotgun) N.Foles pass incomplete short left to N.Agholor (D.Jones).,3,1,10,PHI,play_type_pass,ATL,46,EMPTY,"1 RB, 2 TE, 2 WR",5,4,"4 DL, 2 LB, 5 DB",TRADITIONAL,6,3,08:09:00,56,,,I,0,0,-0.448355488655686,FALSE
2018090600,2736,(7:41) (Shotgun) N.Agholor pass short right to N.Foles ran ob at ATL 26 for 15 yards (D.Trufant). ATL-D.Trufant was injured during the play. His return is Questionable.,3,3,5,PHI,play_type_pass,ATL,41,SHOTGUN,"1 RB, 2 TE, 2 WR",7,4,"3 DL, 3 LB, 5 DB",DESIGNED_ROLLOUT_RIGHT,6,3,07:41:00,51,,,C,15,15,1.92498539323406,FALSE
2018090600,2764,(6:46) (Shotgun) N.Foles pass incomplete short right to Z.Ertz.,3,1,10,PHI,play_type_pass,ATL,26,SHOTGUN,"1 RB, 1 TE, 3 WR",5,4,"4 DL, 2 LB, 5 DB",TRADITIONAL,6,3,06:46:00,36,,,I,0,0,-0.248842215430695,FALSE
2018090600,2811,"(6:00) (Shotgun) N.Foles pass short middle to Z.Ertz to ATL 6 for 18 yards (R.Allen, D.Burton).",3,3,8,PHI,play_type_pass,ATL,24,SHOTGUN,"1 RB, 1 TE, 3 WR",6,5,"3 DL, 3 LB, 5 DB",TRADITIONAL,6,3,06:00:00,34,,,C,18,18,1.90215049280166,FALSE
2018090600,2980,(3:33) (Shotgun) M.Ryan pass short right to A.Hooper to ATL 40 for 15 yards (J.Mills).,3,2,25,ATL,play_type_pass,ATL,25,SHOTGUN,"1 RB, 1 TE, 3 WR",7,4,"4 DL, 2 LB, 5 DB",TRADITIONAL,6,10,03:33:00,35,,,C,15,15,0.0835350065622122,FALSE
2018090600,3004,(2:48) (Shotgun) M.Ryan pass incomplete short left to J.Jones (R.Darby).,3,3,10,ATL,play_type_pass,ATL,40,SHOTGUN,"1 RB, 1 TE, 3 WR",5,5,"4 DL, 1 LB, 6 DB",TRADITIONAL,6,10,02:48:00,50,,,I,0,0,-1.74544215868495,FALSE
2018090600,3066,(1:49) (Shotgun) N.Foles pass incomplete short right to Z.Ertz (B.Poole).,3,2,6,PHI,play_type_pass,PHI,20,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB",TRADITIONAL,6,10,01:49:00,90,,,I,0,0,-0.907718903768431,FALSE
2018090600,3095,(1:41) (Shotgun) N.Foles pass incomplete short right to Z.Ertz.,3,3,6,PHI,play_type_pass,PHI,20,SHOTGUN,"1 RB, 1 TE, 3 WR",6,5,"3 DL, 3 LB, 5 DB",SCRAMBLE,6,10,01:41:00,90,,,I,0,0,-1.5350309156175,FALSE
2018090600,3181,(:47) M.Ryan pass incomplete deep middle to J.Jones.,3,2,6,ATL,play_type_pass,ATL,30,SINGLEBACK,"1 RB, 2 TE, 2 WR",7,5,"4 DL, 2 LB, 5 DB",TRADITIONAL,6,10,00:47:00,40,,,I,0,0,-0.923513465730884,FALSE
2018090600,3203,(:40) (Shotgun) M.Ryan pass incomplete short middle to E.Saubert (R.McLeod) [F.Cox].,3,3,6,ATL,play_type_pass,ATL,30,SHOTGUN,"2 RB, 1 TE, 2 WR",6,4,"4 DL, 1 LB, 6 DB",TRADITIONAL,6,10,00:40:00,40,,,I,0,0,-1.6675471232179,FALSE
2018090600,3257,(:20) (Shotgun) M.Ryan pass incomplete short right to J.Jones (N.Gerry).,3,1,10,ATL,play_type_pass,PHI,32,SHOTGUN,"1 RB, 1 TE, 3 WR",7,6,"4 DL, 3 LB, 4 DB",TRADITIONAL,6,10,00:20:00,78,,,I,0,0,-0.302429394568295,FALSE
2018090600,3279,(:17) (Shotgun) M.Ryan pass short middle to M.Sanu to PHI 27 for 5 yards (J.Hicks).,3,2,10,ATL,play_type_pass,PHI,32,SHOTGUN,"1 RB, 1 TE, 3 WR",5,4,"4 DL, 2 LB, 5 DB",TRADITIONAL,6,10,00:17:00,78,,,C,5,5,-0.205349187153297,FALSE
2018090600,3392,(13:03) (Shotgun) M.Ryan pass short left intended for J.Jones INTERCEPTED by R.Douglas at PHI 4. R.Douglas ran ob at PHI 4 for no gain.,4,3,3,ATL,play_type_pass,PHI,15,SHOTGUN,"1 RB, 1 TE, 3 WR",7,7,"4 DL, 1 LB, 6 DB",TRADITIONAL,6,10,13:03:00,25,,,IN,0,0,-2.99758861079052,FALSE
2018090600,3481,(10:45) (Shotgun) N.Foles pass deep middle intended for D.Goedert INTERCEPTED by D.Jones (D.Kazee) at PHI 47. D.Jones to PHI 27 for 20 yards (J.Ajayi).,4,1,10,PHI,play_type_pass,PHI,29,SHOTGUN,"1 RB, 2 TE, 2 WR",7,4,"4 DL, 2 LB, 5 DB",TRADITIONAL,6,10,10:45:00,39,,,IN,0,0,-5.38754045439559,FALSE
2018090600,3507,(10:35) M.Ryan pass deep right to J.Jones to PHI 9 for 18 yards (J.Mills) [D.Vaeao].,4,1,10,ATL,play_type_pass,PHI,27,I_FORM,"1 RB, 2 TE, 2 WR",7,4,"4 DL, 2 LB, 5 DB",TRADITIONAL,6,10,10:35:00,37,,,C,18,18,1.16093637668398,FALSE
2018090600,3678,(7:59) (Shotgun) N.Foles pass incomplete deep right to Z.Ertz.,4,3,14,PHI,play_type_pass,PHI,21,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB",TRADITIONAL,12,10,07:59:00,31,,,I,0,0,-1.45191444274483,FALSE
2018090600,3791,(7:15) (Shotgun) M.Ryan pass short left to M.Sanu to ATL 18 for -5 yards (S.Jones).,4,1,20,ATL,play_type_pass,ATL,23,SHOTGUN,"1 RB, 1 TE, 3 WR",6,5,"4 DL, 2 LB, 5 DB",TRADITIONAL,12,10,07:15:00,87,,,C,-5,-5,-0.89625011836378,FALSE
2018090600,3815,"(6:31) (Shotgun) M.Ryan sacked at ATL 10 for -8 yards (sack split by C.Long and F.Cox). FUMBLES (C.Long) [C.Long], recovered by ATL-A.Mack at ATL 15. A.Mack to ATL 15 for no gain (M.Bennett).",4,2,25,ATL,play_type_sack,ATL,18,SHOTGUN,"1 RB, 1 TE, 3 WR",5,4,"4 DL, 1 LB, 6 DB",TRADITIONAL,12,10,06:31:00,92,,,S,-3,-3,-1.01511898339018,FALSE
2018090600,3844,(5:45) (Shotgun) M.Ryan pass short left to D.Freeman to ATL 29 for 14 yards (C.Graham).,4,3,28,ATL,play_type_pass,ATL,15,SHOTGUN,"1 RB, 1 TE, 3 WR",3,4,"4 DL, 1 LB, 6 DB",TRADITIONAL,12,10,05:45:00,95,,,C,14,14,-0.343923961780219,FALSE
2018090600,3904,(4:51) (Shotgun) N.Foles pass short right to N.Agholor pushed ob at PHI 48 for 2 yards (D.Trufant).,4,1,10,PHI,play_type_pass,PHI,46,SHOTGUN,"1 RB, 1 TE, 3 WR",7,3,"3 DL, 3 LB, 5 DB",TRADITIONAL,12,10,04:51:00,56,,,C,2,2,-0.28020006700326,FALSE
2018090600,3928,(4:48) (Shotgun) N.Foles pass incomplete deep left to M.Wallace (R.Alford).,4,2,8,PHI,play_type_pass,PHI,48,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB",TRADITIONAL,12,10,04:48:00,58,,,I,0,0,-0.765125130944749,FALSE
2018090600,3950,(4:41) (Shotgun) N.Foles pass short right to D.Sproles pushed ob at ATL 43 for 9 yards (D.Trufant).,4,3,8,PHI,play_type_pass,PHI,48,SHOTGUN,"1 RB, 1 TE, 3 WR",6,3,"3 DL, 3 LB, 5 DB",TRADITIONAL,12,10,04:41:00,58,,,C,9,9,1.70156540468125,FALSE
2018090600,3979,(4:32) (Shotgun) N.Foles pass short right to D.Sproles pushed ob at ATL 37 for 6 yards (R.Allen).,4,1,10,PHI,play_type_pass,ATL,43,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB",TRADITIONAL,12,10,04:32:00,67,,,C,6,6,0.0379609813302078,FALSE
2018090600,4142,(2:19) (Shotgun) M.Ryan pass short right to A.Hooper to ATL 31 for 6 yards (C.Graham).,4,1,10,ATL,play_type_pass,ATL,25,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"4 DL, 1 LB, 6 DB",TRADITIONAL,12,18,02:19:00,85,,,C,6,6,-0.0684481276714521,FALSE
2018090600,4166,"(2:01) (No Huddle, Shotgun) M.Ryan pass deep middle to J.Jones to PHI 33 for 36 yards (R.McLeod). PHI-R.McLeod was injured during the play.",4,2,4,ATL,play_type_pass,ATL,31,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"4 DL, 1 LB, 6 DB",TRADITIONAL,12,18,02:01:00,79,,,C,36,36,1.94807016216951,FALSE
2018090600,4207,(1:54) (Shotgun) M.Ryan pass incomplete short left to T.Coleman.,4,1,10,ATL,play_type_pass,PHI,33,SHOTGUN,"1 RB, 1 TE, 3 WR",5,4,"4 DL, 1 LB, 6 DB",TRADITIONAL,12,18,01:54:00,43,,,I,0,0,-0.204607285803075,FALSE
2018090600,4239,(1:50) (Shotgun) M.Ryan sacked at PHI 40 for -7 yards (sack split by C.Long and J.Hicks).,4,2,10,ATL,play_type_sack,PHI,33,SHOTGUN,"1 RB, 1 TE, 3 WR",5,5,"4 DL, 1 LB, 6 DB",SCRAMBLE_ROLLOUT_LEFT,12,18,01:50:00,43,,,S,-7,-7,-0.982487377531411,FALSE
2018090600,4258,"(1:25) (No Huddle, Shotgun) M.Ryan pass deep left to J.Jones to PHI 22 for 18 yards (R.Darby) [C.Long].",4,3,17,ATL,play_type_pass,PHI,40,SHOTGUN,"1 RB, 1 TE, 3 WR",4,4,"4 DL, 1 LB, 6 DB",TRADITIONAL,12,18,01:25:00,50,,,C,18,18,1.58734393953769,FALSE
2018090600,4282,(1:18) (Shotgun) M.Ryan pass short right to J.Jones to PHI 13 for 9 yards (J.Mills).,4,1,10,ATL,play_type_pass,PHI,22,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"4 DL, 1 LB, 6 DB",TRADITIONAL,12,18,01:18:00,32,,,C,9,9,0.315291940137645,FALSE
